"","SqlTrace"
"13928","exec sp_cursorclose 180220613"
"13929","-- network protocol: TCP/IP
set quoted_identifier on
set arithabort off
set numeric_roundabort off
set ansi_warnings on
set ansi_padding on
set ansi_nulls on
set concat_null_yields_null on
set cursor_close_on_commit off
set implicit_transactions off
set language us_english
set dateformat mdy
set datefirst 7
set transaction isolation level read committed"
"13930","UPDATE SV00301 SET Estimate_Hours = '0' WHERE Service_Call_ID = '160924-0831'"
"13931","UPDATE SV00301 SET Estimate_Hours = '0' WHERE Service_Call_ID = '160924-0831'"
"13932","-- network protocol: TCP/IP
set quoted_identifier on
set arithabort off
set numeric_roundabort off
set ansi_warnings on
set ansi_padding on
set ansi_nulls on
set concat_null_yields_null on
set cursor_close_on_commit off
set implicit_transactions off
set language us_english
set dateformat mdy
set datefirst 7
set transaction isolation level read committed"
"13933","UPDATE HS_Appel SET Call_Time = '0' WHERE Service_Call_ID = '160924-0831'"
"13934","UPDATE HS_Appel SET Call_Time = '0' WHERE Service_Call_ID = '160924-0831'"
"13935","-- network protocol: TCP/IP
set quoted_identifier on
set arithabort off
set numeric_roundabort off
set ansi_warnings on
set ansi_padding on
set ansi_nulls on
set concat_null_yields_null on
set cursor_close_on_commit off
set implicit_transactions off
set language us_english
set dateformat mdy
set datefirst 7
set transaction isolation level read committed"
"13936","delete from HS_LISTE_TACHE  WHERE Service_Call_ID ='160924-0831' and Task_Code = 'U0004'"
"13937","delete from HS_LISTE_TACHE  WHERE Service_Call_ID ='160924-0831' and Task_Code = 'U0004'"
"13938","exec sp_cursorclose 180220595"
"13939","-- network protocol: TCP/IP
set quoted_identifier on
set arithabort off
set numeric_roundabort off
set ansi_warnings on
set ansi_padding on
set ansi_nulls on
set concat_null_yields_null on
set cursor_close_on_commit off
set implicit_transactions off
set language us_english
set dateformat mdy
set datefirst 7
set transaction isolation level read committed"
"13940","update HS_Appel set UsagerResponsable= 'nb50642V' where Service_Call_ID= '160924-0831      '"
"13941","update HS_Appel set UsagerResponsable= 'nb50642V' where Service_Call_ID= '160924-0831      '"
"13942","-- network protocol: TCP/IP
set quoted_identifier on
set arithabort off
set numeric_roundabort off
set ansi_warnings on
set ansi_padding on
set ansi_nulls on
set concat_null_yields_null on
set cursor_close_on_commit off
set implicit_transactions off
set language us_english
set dateformat mdy
set datefirst 7
set transaction isolation level read committed"
"13943","DELETE FROM HS_LISTE_TACHE  WHERE Service_Call_ID ='160924-0831'"
"13944","DELETE FROM HS_LISTE_TACHE  WHERE Service_Call_ID ='160924-0831'"
"13945","declare @p1 int
set @p1=180220615
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'select * from HS_LISTE_TACHE  WHERE Service_Call_ID =''160924-0831'' and Task_Code = ''FA0018     ''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13946","exec sp_cursorfetch 180220615,16,1,1"
"13947","-- network protocol: TCP/IP
set quoted_identifier on
set arithabort off
set numeric_roundabort off
set ansi_warnings on
set ansi_padding on
set ansi_nulls on
set concat_null_yields_null on
set cursor_close_on_commit off
set implicit_transactions off
set language us_english
set dateformat mdy
set datefirst 7
set transaction isolation level read committed"
"13948","INSERT INTO hs_Liste_Tache   SELECT DISTINCT HS_Tache.DateMaximale AS DateMaximale         , HS_Tache.DateMinimale AS DateMinimale         , HS_Tache.Task_Description         , ISNULL(HS_Client.Service_Area,'') AS Service_Area         , ISNULL(HS_Client.User_Define_5a,'') AS User_Define_5a         , HS_Appel.CustNmbr AS CustNmbr         , HS_Appel.CustName AS CustName         , HS_Appel.AdrsCode AS AdrsCode         , HS_Appel.Call_Time         , HS_Appel.Service_Call_ID AS Service_Call_ID         , ISNULL(HS_Appel.UsagerResponsable,'') AS UsagerResponsable         , ISNULL(HS_Client.Service_User_Define_1,'') AS District         , HS_Tache.Task_Code         , HS_Tache.Task_Status         , HS_Appel.Type_of_Problem AS Type_of_Problem         , HS_Appel.Status_of_Call         , HS_Appel.Service_Description         , HS_Tache.Task_Line_Number AS SEQNUMBR         , HS_Appel.DateRdv         , HS_Appel.WSReserved_CB5         , HS_Client.Address1 AS Adresse         , ISNULL(HS_Produit.Contract_Number,'')as Contract_Number          , HS_Appel.Equipment_Type         , HS_Client.Address3         , HS_Client.User_Define_6a         , HS_Appel.Equipment_ID          , HS_Client.RegroupementID         , HS_Client.RegroupementUsagerID          , sv00560.Priority as Priority         , ''  FROM HS_Appel      LEFT JOIN HS_Tache ON HS_Tache.Service_Call_ID = HS_Appel.Service_Call_ID     LEFT JOIN HS_Client ON HS_Client.CustNmbr = HS_Appel.CustNmbr          AND HS_Client.AdrsCode = HS_Appel.AdrsCode     LEFT JOIN HS_Produit ON HS_Appel.Contract_Number = HS_Produit.Contract_Number     LEFT JOIN sv00560 on sv00560.Task_Code= HS_Tache.Task_Code  WHERE HS_Appel.Service_Call_ID ='160924-0831'     AND HS_Tache.Task_Code = 'FA0018     '     AND HS_Tache.Task_Status<>'COMPLETE'"
"13949","INSERT INTO hs_Liste_Tache   SELECT DISTINCT HS_Tache.DateMaximale AS DateMaximale         , HS_Tache.DateMinimale AS DateMinimale         , HS_Tache.Task_Description         , ISNULL(HS_Client.Service_Area,'') AS Service_Area         , ISNULL(HS_Client.User_Define_5a,'') AS User_Define_5a         , HS_Appel.CustNmbr AS CustNmbr         , HS_Appel.CustName AS CustName         , HS_Appel.AdrsCode AS AdrsCode         , HS_Appel.Call_Time         , HS_Appel.Service_Call_ID AS Service_Call_ID         , ISNULL(HS_Appel.UsagerResponsable,'') AS UsagerResponsable         , ISNULL(HS_Client.Service_User_Define_1,'') AS District         , HS_Tache.Task_Code         , HS_Tache.Task_Status         , HS_Appel.Type_of_Problem AS Type_of_Problem         , HS_Appel.Status_of_Call         , HS_Appel.Service_Description         , HS_Tache.Task_Line_Number AS SEQNUMBR         , HS_Appel.DateRdv         , HS_Appel.WSReserved_CB5         , HS_Client.Address1 AS Adresse         , ISNULL(HS_Produit.Contract_Number,'')as Contract_Number          , HS_Appel.Equipment_Type         , HS_Client.Address3         , HS_Client.User_Define_6a         , HS_Appel.Equipment_ID          , HS_Client.RegroupementID         , HS_Client.RegroupementUsagerID          , sv00560.Priority as Priority         , ''  FROM HS_Appel      LEFT JOIN HS_Tache ON HS_Tache.Service_Call_ID = HS_Appel.Service_Call_ID     LEFT JOIN HS_Client ON HS_Client.CustNmbr = HS_Appel.CustNmbr          AND HS_Client.AdrsCode = HS_Appel.AdrsCode     LEFT JOIN HS_Produit ON HS_Appel.Contract_Number = HS_Produit.Contract_Number     LEFT JOIN sv00560 on sv00560.Task_Code= HS_Tache.Task_Code  WHERE HS_Appel.Service_Call_ID ='160924-0831'     AND HS_Tache.Task_Code = 'FA0018     '     AND HS_Tache.Task_Status<>'COMPLETE'"
"13950","exec sp_cursorclose 180220615"
"13951","exec sp_cursorfetch 180220455,16,5,1"
"13952","declare @p1 int
set @p1=180220617
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT *, IsNull(GMP_POSTAL.VenteSeul, 0) as VenteSeulement, IsNull(GMP_POSTAL.PasService, 1) as PasService, IsNull(GMP_POSTAL.SiSPA, 0) as SiSPA FROM HS_Client WITH(NOLOCK) LEFT JOIN GMP_POSTAL ON GMP_POSTAL.Postal = left(REPLACE(HS_Client.ZIP, '' '', ''''), (select max(LEN(Postal)) from GMP_POSTAL Where Postal = LEFT(REPLACE(HS_Client.ZIP, '' '', ''''), LEN(gmp_Postal.Postal)))) WHERE HS_Client.CUSTNMBR = ''CL00181582     ''  AND HS_Client.ADRSCODE = ''SERVICE        '' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13953","exec sp_cursorfetch 180220617,16,1,1"
"13954","declare @p1 int
set @p1=180220619
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'  SELECT (AGPERAMT_2+AGPERAMT_3) as Tot3089, (AGPERAMT_4+AGPERAMT_5+AGPERAMT_6+AGPERAMT_7) as Tot90Plus  FROM HYSEC..RM00103 WHERE CUSTNMBR=''CR01508264''     AND CUSTBLNC > 0 ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13955","exec sp_cursorfetch 180220619,16,1,1"
"13956","exec sp_cursorclose 180220619"
"13957","declare @p1 int
set @p1=180220621
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=3
exec sp_cursoropen @p1 output,N' select CUSTNMBR from HS_CHANGEMENT_ADRESSE  where CUSTNMBR =''CL00181582''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13958","exec sp_cursorfetch 180220621,16,1,1"
"13959","exec sp_cursorclose 180220621"
"13960","exec sp_cursorclose 180220617"
"13961","declare @p1 int
set @p1=180220623
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT HS_Appel.*, HS_Appel.*, HS_Appel.Service_Call_ID as Service_Call_ID, isnull(sv00310.Problem_ID, '''') as Problem_ID FROM HS_Appel WITH(NOLOCK) LEFT JOIN SV00310 WITH(NOLOCK) ON sv00310.Type_of_Problem= HS_Appel.Type_of_Problem WHERE HS_Appel.Service_Call_ID = ''161010-0110      '' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13962","exec sp_cursorfetch 180220623,16,1,1"
"13963","declare @p1 int
set @p1=180220625
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Task_Code FROM HS_Tache  WHERE Service_Call_ID = ''161010-0110''  AND Task_Line_Number = ''1''  ORDER BY DEX_ROW_ID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13964","exec sp_cursorfetch 180220625,16,1,1"
"13965","exec sp_cursorclose 180220625"
"13966","declare @p1 int
set @p1=180220627
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT * FROM HS_Tache WITH(NOLOCK) WHERE HS_Tache.Service_Call_ID = ''161010-0110''  AND HS_Tache.Task_Code = ''FA0023''  AND HS_Tache.Task_Line_Number = ''1'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13967","exec sp_cursorfetch 180220627,16,1,1"
"13968","exec sp_cursorclose 180220627"
"13969","exec sp_cursorclose 180220623"
"13970","declare @p1 int
set @p1=180220629
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT MAX(Task_Line_Number) FROM HS_Tache WHERE Service_Call_ID = ''161010-0110''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13971","exec sp_cursorfetch 180220629,16,1,1"
"13972","exec sp_cursorclose 180220629"
"13973","declare @p1 int
set @p1=180220631
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT FName + '' '' + LName FROM GMP_USAGERS WHERE UsagerID = ''NB50642V'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13974","exec sp_cursorfetch 180220631,16,1,1"
"13975","exec sp_cursorclose 180220631"
"13976","declare @p1 int
set @p1=180220633
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT FName + '' '' + LName FROM GMP_USAGERS WHERE UsagerID = ''NB50642V'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13977","exec sp_cursorfetch 180220633,16,1,1"
"13978","exec sp_cursorclose 180220633"
"13979","declare @p1 int
set @p1=180220635
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM HS_Tache  WHERE Service_Call_ID = ''161010-0110''  AND Task_Code = ''U0004''  AND Task_Line_Number = ''5'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13980","exec sp_cursorfetch 180220635,16,1,1"
"13981","-- network protocol: TCP/IP
set quoted_identifier on
set arithabort off
set numeric_roundabort off
set ansi_warnings on
set ansi_padding on
set ansi_nulls on
set concat_null_yields_null on
set cursor_close_on_commit off
set implicit_transactions off
set language us_english
set dateformat mdy
set datefirst 7
set transaction isolation level read committed"
"13982","INSERT INTO HS_Tache (         CUSTNMBR         , ADRSCODE         , Service_Call_ID         , Equipment_ID         , Task_Code         , Task_Description         , Task_Line_Number         , SeqNumbr         , Estimate_Hours         , Time_Zone         , Completion_Date         , Task_Status          , Task_Answer         , Notes         , Partenaire         , CreateurUser         , CreateurDate         , ModifUser         , ModifDate         , DateMinimale         , DateMaximale         , Completion_Time         , DateAjoutBlaster  )  VALUES ('CL00181582' ,'SERVICE' ,'161010-0110' ,'' ,'U0004' ,'DELEGUE A' ,'5' ,'5' ,0 ,'1' ,CONVERT(DATETIME,'2016-11-10') ,'COMPLETE' ,'nb50642V' ,'Compte transféré à Nawel Benazza V par ed50617 via le gestionnaire de tâches, pour toute information ou si un client appel veuillez communiquer avec Nawel Benazza V.' ,'nb50642V' ,'ed50617' ,CONVERT(DATETIME,'2016-11-10 13:41:50') ,'ed50617' ,CONVERT(DATETIME,'2016-11-10 13:41:50') ,CONVERT(DATETIME,'2016-11-10') ,CONVERT(DATETIME,'2016-12-10') ,CONVERT(DATETIME,'2016-11-10 13:41:50') ,CONVERT(DATETIME,'1900-01-01') )"
"13983","INSERT INTO HS_Tache (         CUSTNMBR         , ADRSCODE         , Service_Call_ID         , Equipment_ID         , Task_Code         , Task_Description         , Task_Line_Number         , SeqNumbr         , Estimate_Hours         , Time_Zone         , Completion_Date         , Task_Status          , Task_Answer         , Notes         , Partenaire         , CreateurUser         , CreateurDate         , ModifUser         , ModifDate         , DateMinimale         , DateMaximale         , Completion_Time         , DateAjoutBlaster  )  VALUES ('CL00181582' ,'SERVICE' ,'161010-0110' ,'' ,'U0004' ,'DELEGUE A' ,'5' ,'5' ,0 ,'1' ,CONVERT(DATETIME,'2016-11-10') ,'COMPLETE' ,'nb50642V' ,'Compte transféré à Nawel Benazza V par ed50617 via le gestionnaire de tâches, pour toute information ou si un client appel veuillez communiquer avec Nawel Benazza V.' ,'nb50642V' ,'ed50617' ,CONVERT(DATETIME,'2016-11-10 13:41:50') ,'ed50617' ,CONVERT(DATETIME,'2016-11-10 13:41:50') ,CONVERT(DATETIME,'2016-11-10') ,CONVERT(DATETIME,'2016-12-10') ,CONVERT(DATETIME,'2016-11-10 13:41:50') ,CONVERT(DATETIME,'1900-01-01') )"
"13984","declare @p1 int
set @p1=180220637
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'select top 1 JoursAncienDelegue from gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13985","exec sp_cursorfetch 180220637,16,1,1"
"13986","exec sp_cursorclose 180220637"
"13987","declare @p1 int
set @p1=180220639
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM SV000805  WHERE CUSTNMBR = ''CL00181582''  AND ADRSCODE = ''SERVICE''  AND Reference_ID = ''161010-0110'' AND WS_Note_Type = ''S'' AND Note_Service_Index = ''5'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13988","exec sp_cursoroption 180220639,1,0"
"13989","exec sp_cursorfetch 180220639,16,1,1"
"13990","exec sp_cursorclose 180220639"
"13991","declare @p1 int
set @p1=180220641
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT *, IsNull(GMP_POSTAL.VenteSeul, 0) as VenteSeulement, IsNull(GMP_POSTAL.PasService, 1) as PasService, IsNull(GMP_POSTAL.SiSPA, 0) as SiSPA FROM HS_Client WITH(NOLOCK) LEFT JOIN GMP_POSTAL ON GMP_POSTAL.Postal = left(REPLACE(HS_Client.ZIP, '' '', ''''), (select max(LEN(Postal)) from GMP_POSTAL Where Postal = LEFT(REPLACE(HS_Client.ZIP, '' '', ''''), LEN(gmp_Postal.Postal)))) WHERE HS_Client.CUSTNMBR = ''CL00181582''  AND HS_Client.ADRSCODE = ''SERVICE'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13992","exec sp_cursorfetch 180220641,16,1,1"
"13993","declare @p1 int
set @p1=180220643
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'  SELECT (AGPERAMT_2+AGPERAMT_3) as Tot3089, (AGPERAMT_4+AGPERAMT_5+AGPERAMT_6+AGPERAMT_7) as Tot90Plus  FROM HYSEC..RM00103 WHERE CUSTNMBR=''CR01508264''     AND CUSTBLNC > 0 ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13994","exec sp_cursorfetch 180220643,16,1,1"
"13995","exec sp_cursorclose 180220643"
"13996","declare @p1 int
set @p1=180220645
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=3
exec sp_cursoropen @p1 output,N' select CUSTNMBR from HS_CHANGEMENT_ADRESSE  where CUSTNMBR =''CL00181582''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"13997","exec sp_cursorfetch 180220645,16,1,1"
"13998","exec sp_cursorclose 180220645"
"13999","exec sp_cursorclose 180220641"
"14000","declare @p1 int
set @p1=180220647
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT FName + '' '' + LName FROM GMP_USAGERS WHERE UsagerID = ''ED50617'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"14001","exec sp_cursorfetch 180220647,16,1,1"
"14002","exec sp_cursorclose 180220647"
"14003","declare @p1 int
set @p1=180220649
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM sv000805  WHERE CustNmbr = ''CL00181582''   AND AdrsCode = ''SERVICE''   AND Service_Call_ID = ''161010-0110''   AND WS_Note_Type = ''S''   AND Note_Service_Index = ''5''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"14004","exec sp_cursoroption 180220649,1,0"
"14005","exec sp_cursorfetch 180220649,16,1,1"
"14006","exec sp_cursorclose 180220649"
"14007","declare @p1 int
set @p1=180220651
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM sv000805  WHERE CustNmbr = ''CL00181582''   AND AdrsCode = ''SERVICE''   AND Reference_ID = ''161010-0110''   AND WS_Note_Type = ''S''   AND Note_Service_Index = ''5''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"14008","exec sp_cursoroption 180220651,1,0"
"14009","exec sp_cursorfetch 180220651,16,1,1"
"14010","-- network protocol: TCP/IP
set quoted_identifier on
set arithabort off
set numeric_roundabort off
set ansi_warnings on
set ansi_padding on
set ansi_nulls on
set concat_null_yields_null on
set cursor_close_on_commit off
set implicit_transactions off
set language us_english
set dateformat mdy
set datefirst 7
set transaction isolation level read committed"
"14011","INSERT INTO sv000805 (        CustNmbr, AdrsCode, Reference_ID, Service_Call_ID       , Ws_Note_Type, Note_Service_Index, Note_Author       , Reminder, Reminder_Date, Reminder_Finish, Date1       , Time1, CustName, UserName, MdfUsrID, Record_Notes,Reminder_Author ) VALUES(   'CL00181582'   , 'SERVICE'   , '161010-0110'   , '161010-0110'   , 'S'   , '5'   , 'ed50617'   , '0'   , CONVERT(DATETIME,'1900-01-01 00:00:00')   , CONVERT(DATETIME,'1900-01-01')   , CONVERT(DATETIME,'2016-11-10')   , '13:41:50'   , 'PIERRETTE PAQUETTE POITRAS'   , 'Evelyne Djuikom'   , 'ed50617'   , 'Compte transféré à Nawel Benazza V par ed50617 via le gestionnaire de tâches, pour toute information ou si un client appel veuillez communiquer avec Nawel Benazza V.'   , '')"
